Order-Line,Order number,Line Number,Order title,Customer name,Account Manager,Sales Rep,Line Description,Product Name,Material,Material Category,Material Sub Category,Storage type,Amount,Amount Numeric,Unit cost,Extended cost,Width per print,Prints across,Machine name,Machine mode,GL Code,Cost Step,Current Step,Order Status,Batch Id,Cost Transaction Date,Cost Created By,Line Revenue,Tags,Line Tags,Com Message Text
F0009359-1,F0009359,1,MTO (F0009359),F. SCHUMACHER & CO - MTO,,,Luminaries,Luminaries - 5016010 (ClearBlue),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",153 Linear Feet,153,1.19,182.07,30 inches,2,LASH,300dpi,,Print,Invoiced,Invoiced,2402627,7/18/2025,COCONNOR@FSCO.COM,,,10,
F0009378-1,F0009378,1,MTO (F0009378),F. SCHUMACHER & CO - MTO,,,Good Dogs Everywhere,Good Dogs Everywhere - 5016132 (SkyNavyBlue),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",63 Linear Feet,63,1.84,115.92,30 inches,2,Glow,4p,,Print,Invoiced,Invoiced,2442090,7/31/2025,COCONNOR@FSCO.COM,,,10,
F0009437-1,F0009437,1,MTO (F0009437),F. SCHUMACHER & CO - MTO,,,Marwari Horse,Marwari Horse - 5011132 (Pink),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",33 Linear Feet,33,1.19,39.27,30 inches,2,Glow,4p,,Print,Invoiced,Invoiced,2402565,7/18/2025,COCONNOR@FSCO.COM,,,10,
F0009547-1,F0009547,1,Regular (F0009547),F. SCHUMACHER & CO - HUB,,,A-twitter,A-twitter - 5005031 (Summer),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",198.7251 Linear Feet,198.7251,1.84,365.65,30 inches,2,Bianca,300dpi,,Print,Invoiced,Invoiced,2711671,10/21/2025,BLAWLOR@FSCO.COM,,,10,
F0009555-1,F0009555,1,Regular (F0009555),F. SCHUMACHER & CO - HUB,,,Fly Fishing,Fly Fishing 5016991 (Forest Green),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",480 Linear Feet,480,1.84,883.2,30 inches,2,Glow,4p,,Print,Invoiced,Invoiced,2538590,8/29/2025,SHELBY,,,10,
F0009628-1,F0009628,1,Regular (F0009628),F. SCHUMACHER & CO - HUB,,,A-twitter,A-twitter - 5005033 (Soft Multi),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",675 Linear Feet,675,1.84,1242,30 inches,2,Trish,4p,,Print,Invoiced,Invoiced,2606905,9/19/2025,COCONNOR@FSCO.COM,,,10,
F0009632-1,F0009632,1,Regular (F0009632),F. SCHUMACHER & CO - HUB,,,Aviary,Aviary - 5012780 (SoftMulti),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",33 Linear Feet,33,1.84,60.72,30 inches,2,Trish,4p,,Print,Invoiced,Invoiced,2510990,8/22/2025,COCONNOR@FSCO.COM,,,10,
F0009658-1,F0009658,1,MTO (F0009658),F. SCHUMACHER & CO - MTO,,,Emma Stripe Narrow,Emma Stripe Narrow - 5017197 (Neutral),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",63 Linear Feet,63,1.84,115.92,30 inches,2,XIA,300dpi,,Print,Invoiced,Invoiced,2485372,8/14/2025,COCONNOR@FSCO.COM,,,10,
F0009727-1,F0009727,1,MTO (F0009727),F. SCHUMACHER & CO - MTO,,,Fly Fishing,Fly Fishing 5016990 (Ivory),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",33 Linear Feet,33,1.84,60.72,30 inches,2,Trish,4p,,Print,Invoiced,Invoiced,2442081,7/31/2025,COCONNOR@FSCO.COM,,,10,
F0009735-1,F0009735,1,MTO (F0009735),F. SCHUMACHER & CO - MTO,,,Fly Fishing,Fly Fishing 5016990 (Ivory),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",93 Linear Feet,93,1.84,171.12,30 inches,2,Trish,4p,,Print,Invoiced,Invoiced,2442083,7/31/2025,COCONNOR@FSCO.COM,,,10,
F0009738-1,F0009738,1,MTO (F0009738),F. SCHUMACHER & CO - MTO,,,Sea Grapes,Sea Grapes  - 5011730 (Palm),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",93 Linear Feet,93,1.84,171.12,30 inches,2,Glow,4p,,Print,Invoiced,Invoiced,2446685,8/1/2025,SHELBY,,,10,
F0009768-1,F0009768,1,Regular (F0009768),F. SCHUMACHER & CO - HUB,,,Good Dogs Everywhere,Good Dogs Everywhere - 5016130 (BlackWhite),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",237 Linear Feet,237,1.84,436.08,30 inches,2,Glow,4p,,Print,Invoiced,Invoiced,2707274,10/20/2025,BLAWLOR@FSCO.COM,,,10,
F0009865-1,F0009865,1,MTO (F0009865),F. SCHUMACHER & CO - MTO,,,Good Dogs Everywhere,Good Dogs Everywhere - 5016132 (SkyNavyBlue),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",33 Linear Feet,33,1.84,60.72,30 inches,2,Glow,4p,,Print,Invoiced,Invoiced,2442091,7/31/2025,COCONNOR@FSCO.COM,,,10,
F0009884-1,F0009884,1,MTO (F0009884),F. SCHUMACHER & CO - MTO,,,Fly Fishing,Fly Fishing 5016990 (Ivory),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",33 Linear Feet,33,1.84,60.72,30 inches,2,Trish,4p,,Print,Invoiced,Invoiced,2442084,7/31/2025,COCONNOR@FSCO.COM,,,10,
F0009899-1,F0009899,1,MTO (F0009899),F. SCHUMACHER & CO - MTO,,,Emma Stripe Narrow,Emma Stripe Narrow - 5017197 (Neutral),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",123 Linear Feet,123,1.84,226.32,30 inches,2,XIA,300dpi,,Print,Invoiced,Invoiced,2485375,8/14/2025,COCONNOR@FSCO.COM,,,10,
F0009937-1,F0009937,1,MTO (F0009937),F. SCHUMACHER & CO - MTO,,,Emma Stripe,Emma Stripe - 5017218 (Petal),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",63 Linear Feet,63,1.84,115.92,30 inches,2,XIA,300dpi,,Print,Invoiced,Invoiced,2456290,8/6/2025,COCONNOR@FSCO.COM,,,10,
F0009977-1,F0009977,1,MTO (F0009977),F. SCHUMACHER & CO - MTO,,,Emma Stripe Narrow,Emma Stripe Narrow - 5017196 (Yellow),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",93 Linear Feet,93,1.84,171.12,30 inches,2,XIA,300dpi,,Print,Invoiced,Invoiced,2485376,8/14/2025,COCONNOR@FSCO.COM,,,10,
F0010059-1,F0010059,1,MTO (F0010059),F. SCHUMACHER & CO - MTO,,,Emma Stripe Narrow,Emma Stripe Narrow - 5017196 (Yellow),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",63 Linear Feet,63,1.84,115.92,30 inches,2,XIA,300dpi,,Print,Invoiced,Invoiced,2485377,8/14/2025,COCONNOR@FSCO.COM,,,10,
F0010209-1,F0010209,1,MTO (F0010209),F. SCHUMACHER & CO - MTO,,,Emma Stripe,Emma Stripe - 5017210 (Sky),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",33 Linear Feet,33,1.84,60.72,30 inches,2,XIA,300dpi,,Print,Invoiced,Invoiced,2538589,8/29/2025,JEANNE,,,10,
F0010241-1,F0010241,1,Regular (F0010241),F. SCHUMACHER & CO - HUB,,,Chinoiserie Moderne,Chinoiserie Moderne - 5011651 (Pink),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",80.475 Linear Feet,80.475,1.84,148.07,30 inches,2,Trish,4p,,Print,Invoiced,Invoiced,2589723,9/16/2025,COCONNOR@FSCO.COM,,,10,
F0010379-1,F0010379,1,MTO (F0010379),F. SCHUMACHER & CO - MTO,,,Emma Stripe Narrow,Emma Stripe Narrow - 5017190 (Sky),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",123 Linear Feet,123,1.84,226.32,30 inches,2,XIA,300dpi,,Print,Invoiced,Invoiced,2538591,8/29/2025,JEANNE,,,10,
F0010401-1,F0010401,1,Regular (F0010401),F. SCHUMACHER & CO - HUB,,,Erisimo,Erisimo - 5012111 (Neutral),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",243 Linear Feet,243,1.84,447.12,30 inches,2,Sasha,4p,,Print,Invoiced,Invoiced,2638183,9/30/2025,XIACHEN,,,10,
F0010406-1,F0010406,1,Regular (F0010406),F. SCHUMACHER & CO - HUB,,,Covey Hedge,Covey Hedge - 5016070 (Midnight),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",159 Linear Feet,159,1.84,292.56,30 inches,2,Sasha,4p,,Print,Invoiced,Invoiced,2651408,10/3/2025,SUSAN,,,10,
F0010593-1,F0010593,1,MTO (F0010593),F. SCHUMACHER & CO - MTO,,,Emma Stripe,Emma Stripe - 5017218 (Petal),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",93 Linear Feet,93,1.84,171.12,30 inches,2,XIA,300dpi,,Print,Invoiced,Invoiced,2566856,9/9/2025,JOE,,,10,
F0010594-1,F0010594,1,MTO (F0010594),F. SCHUMACHER & CO - MTO,,,Emma Stripe,Emma Stripe - 5017213 (Teal),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",33 Linear Feet,33,1.84,60.72,30 inches,2,EMBER,300dpi,,Print,Invoiced,Invoiced,2564500,9/9/2025,JEANNE,,,10,
F0010595-1,F0010595,1,MTO (F0010595),F. SCHUMACHER & CO - MTO,,,Emma Stripe Narrow,Emma Stripe Narrow - 5017195 (Teal),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",258 Linear Feet,258,1.84,474.72,30 inches,2,XIA,300dpi,,Print,Invoiced,Invoiced,2569567,9/10/2025,JOE,,,10,
F0010597-1,F0010597,1,MTO (F0010597),F. SCHUMACHER & CO - MTO,,,Emma Stripe,Emma Stripe - 5017218 (Petal),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",48 Linear Feet,48,1.84,88.32,30 inches,2,XIA,300dpi,,Print,Invoiced,Invoiced,2565253,9/9/2025,JOE,,,10,
F0010598-1,F0010598,1,MTO (F0010598),F. SCHUMACHER & CO - MTO,,,Emma Stripe Narrow,Emma Stripe Narrow - 5017195 (Teal),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",18 Linear Feet,18,1.84,33.12,30 inches,2,EMBER,300dpi,,Print,Invoiced,Invoiced,2564497,9/9/2025,JEANNE,,,10,
F0010695-1,F0010695,1,MTO (F0010695),F. SCHUMACHER & CO - MTO,,,Emma Stripe Narrow,Emma Stripe Narrow - 5017191 (Chambray),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",48 Linear Feet,48,1.84,88.32,30 inches,2,XIA,300dpi,,Print,Invoiced,Invoiced,2569256,9/10/2025,JOE,,,10,
F0010711-1,F0010711,1,MTO (F0010711),F. SCHUMACHER & CO - MTO,,,Emma Stripe Narrow,Emma Stripe Narrow - 5017197 (Neutral),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",6 Linear Feet,6,1.84,11.04,30 inches,2,XIA,300dpi,,Print,Invoiced,Invoiced,2576998,9/11/2025,JOE,,,10,
F0010717-1,F0010717,1,MTO (F0010717),F. SCHUMACHER & CO - MTO,,,Emma Stripe Narrow,Emma Stripe Narrow - 5017197 (Neutral),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",63 Linear Feet,63,1.84,115.92,30 inches,2,XIA,300dpi,,Print,Invoiced,Invoiced,2575179,9/11/2025,JOE,,,10,
F0010820-1,F0010820,1,Regular (F0010820),F. SCHUMACHER & CO - HUB,,,Covey Hedge,Covey Hedge - 5016071 (Forest),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",39 Linear Feet,39,1.84,71.76,30 inches,2,Sasha,4p,,Print,Invoiced,Invoiced,2651410,10/3/2025,SUSAN,,,10,
F0010835-1,F0010835,1,MTO (F0010835),F. SCHUMACHER & CO - MTO,,,Emma Stripe Narrow,Emma Stripe Narrow - 5017190 (Sky),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",93 Linear Feet,93,1.84,171.12,30 inches,2,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2627986,9/26/2025,JOE,,,10,
F0010943-1,F0010943,1,MTO (F0010943),F. SCHUMACHER & CO - MTO,,,Erisimo,Erisimo - 5012111 (Neutral),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",186 Linear Feet,186,1.84,342.24,30 inches,2,Sasha,4p,,Print,Invoiced,Invoiced,2638184,9/30/2025,XIACHEN,,,10,
F0011041-1,F0011041,1,MTO (F0011041),F. SCHUMACHER & CO - MTO,,,Emma Stripe Narrow,Emma Stripe Narrow - 5017190 (Sky),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",45 Linear Feet,45,1.84,82.8,30 inches,2,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2627990,9/26/2025,JOE,,,10,
F0011132-1,F0011132,1,MTO (F0011132),F. SCHUMACHER & CO - MTO,,,Covey Hedge,Covey Hedge - 5016070 (Midnight),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",123 Linear Feet,123,1.84,226.32,30 inches,2,Sasha,4p,,Print,Invoiced,Invoiced,2651411,10/3/2025,SUSAN,,,10,
F0011134-1,F0011134,1,MTO (F0011134),F. SCHUMACHER & CO - MTO,,,Emma Stripe,Emma Stripe - 5017217 (Yellow),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",63 Linear Feet,63,1.84,115.92,30 inches,2,XIA,300dpi,,Print,Invoiced,Invoiced,2651757,10/3/2025,JOE,,,10,
F0011141-1,F0011141,1,MTO (F0011141),F. SCHUMACHER & CO - MTO,,,Covey Hedge,Covey Hedge - 5016071 (Forest),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",123 Linear Feet,123,1.84,226.32,30 inches,2,Sasha,4p,,Print,Invoiced,Invoiced,2651412,10/3/2025,SUSAN,,,10,
F0011193-1,F0011193,1,Regular (F0011193),F. SCHUMACHER & CO - HUB,,,A-twitter,A-twitter - 5005032 (Blush),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",540 Linear Feet,540,1.84,993.6,30 inches,2,Trish,4p,,Print,Invoiced,Invoiced,2654480,10/3/2025,COCONNOR@FSCO.COM,,,10,
F0011279-1,F0011279,1,MTO (F0011279),F. SCHUMACHER & CO - MTO,,,Emma Stripe,Emma Stripe - 5017222 (Neutral),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",123 Linear Feet,123,1.84,226.32,30 inches,2,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2679386,10/10/2025,JOE,,,10,
F0011342-1,F0011342,1,MTO (F0011342),F. SCHUMACHER & CO - MTO,,,Emma Stripe Narrow,Emma Stripe Narrow - 5017190 (Sky),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",48 Linear Feet,48,1.84,88.32,30 inches,2,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2681193,10/13/2025,JOE,,,10,
F0011385-1,F0011385,1,MTO (F0011015) (F0011385),F. SCHUMACHER & CO - MTO,,,Emma Stripe,Emma Stripe - 5017213 (Teal),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",33 Linear Feet,33,1.84,60.72,30 inches,2,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2654482,10/3/2025,COCONNOR@FSCO.COM,,,10,
F0011386-1,F0011386,1,MTO (F0010974) (F0011386),F. SCHUMACHER & CO - MTO,,,Emma Stripe Narrow,Emma Stripe Narrow - 5017199 (Blush),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",12 Linear Feet,12,1.84,22.08,30 inches,2,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2653994,10/3/2025,JOE,,,10,
F0011387-1,F0011387,1,MTO (F0010968) (F0011387),F. SCHUMACHER & CO - MTO,,,Emma Stripe,Emma Stripe - 5017218 (Petal),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",123 Linear Feet,123,1.84,226.32,30 inches,2,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2654484,10/3/2025,COCONNOR@FSCO.COM,,,10,
F0011390-1,F0011390,1,MTO (F0011390),F. SCHUMACHER & CO - MTO,,,Good Dogs Everywhere,Good Dogs Everywhere - 5016130 (BlackWhite),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",93 Linear Feet,93,1.84,171.12,30 inches,2,EMBER,300dpi,,Print,Invoiced,Invoiced,2685573,10/14/2025,JEANNE,,,10,
F0011392-1,F0011392,1,MTO (F0011392),F. SCHUMACHER & CO - MTO,,,Emma Stripe,Emma Stripe - 5017211 (Chambray),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",33 Linear Feet,33,1.84,60.72,30 inches,2,EMBER,300dpi,,Print,Invoiced,Invoiced,2685575,10/14/2025,JEANNE,,,10,
F0011465-1,F0011465,1,MTO (F0011465),F. SCHUMACHER & CO - MTO,,,Emma Stripe,Emma Stripe - 5017210 (Sky),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",33 Linear Feet,33,1.84,60.72,30 inches,2,EMBER,300dpi,,Print,Invoiced,Invoiced,2685578,10/14/2025,JEANNE,,,10,
F0011510-1,F0011510,1,MTO (F0011510),F. SCHUMACHER & CO - MTO,,,Emma Stripe Narrow,Emma Stripe Narrow - 5017190 (Sky),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",48 Linear Feet,48,1.84,88.32,30 inches,2,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2681197,10/13/2025,JOE,,,10,
F0011518-1,F0011518,1,MTO (F0011518),F. SCHUMACHER & CO - MTO,,,Emma Stripe,Emma Stripe - 5017219 (Blush),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",33 Linear Feet,33,1.84,60.72,30 inches,2,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2703360,10/17/2025,JOE,,,10,
F0011534-1,F0011534,1,MTO (F0011534),F. SCHUMACHER & CO - MTO,,,Emma Stripe Narrow,Emma Stripe Narrow - 5017191 (Chambray),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",33 Linear Feet,33,1.84,60.72,30 inches,2,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2703364,10/17/2025,JOE,,,10,
F0011608-1,F0011608,1,MTO (F0011608),F. SCHUMACHER & CO - MTO,,,Emma Stripe Narrow,Emma Stripe Narrow - 5017190 (Sky),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",48 Linear Feet,48,1.84,88.32,30 inches,2,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2681194,10/13/2025,JOE,,,10,
F0011615-1,F0011615,1,MTO (F0011615),F. SCHUMACHER & CO - MTO,,,Edwin Stripe Wide,Edwin Stripe Wide - 5011907 (Navy),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",168 Linear Feet,168,1.21,203.28,30 inches,2,EMBER,300dpi,,Print,Invoiced,Invoiced,2713878,10/21/2025,JOE,,,10,
F0011624-1,F0011624,1,MTO (F0011624),F. SCHUMACHER & CO - MTO,,,Amazonas Mystique,Amazonas Mystique - 5016941 (Tropical Shades Of Blue),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",27 Linear Feet,27,1.84,49.68,30 inches,2,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2711628,10/21/2025,JOE,,,10,
F0011671-1,F0011671,1,MTO (F0011671),F. SCHUMACHER & CO - MTO,,,Edwin Stripe Narrow,Edwin Stripe Narrow - 5011863 (Seaglass),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",93 Linear Feet,93,1.21,112.53,30 inches,2,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2720507,10/23/2025,JEANNE,,,10,
F0011674-1,F0011674,1,MTO (F0011674),F. SCHUMACHER & CO - MTO,,,Emma Stripe Narrow,Emma Stripe Narrow - 5017190 (Sky),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",93 Linear Feet,93,1.84,171.12,30 inches,2,XIA,300dpi,,Print,Invoiced,Invoiced,2718768,10/22/2025,JOE,,,10,
F0011678-1,F0011678,1,MTO (F0011678),F. SCHUMACHER & CO - MTO,,,Edwin Stripe Medium,Edwin Stripe Medium - 5011880 (Sky),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",78 Linear Feet,78,1.21,94.38,30 inches,2,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2726202,10/24/2025,JOE,,,10,
F0011679-1,F0011679,1,MTO (F0011679),F. SCHUMACHER & CO - MTO,,,Edwin Stripe Wide,Edwin Stripe Wide - 5011918 (Linen),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",93 Linear Feet,93,1.21,112.53,30 inches,2,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2720508,10/23/2025,JEANNE,,,10,
F0011680-1,F0011680,1,MTO (F0011680),F. SCHUMACHER & CO - MTO,,,Emma Stripe Narrow,Emma Stripe Narrow - 5017197 (Neutral),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",183 Linear Feet,183,1.84,336.72,30 inches,2,XIA,300dpi,,Print,Invoiced,Invoiced,2721865,10/23/2025,JOE,,,10,
F0011837-1,F0011837,1,MTO (F0011837),F. SCHUMACHER & CO - MTO,,,Emma Stripe,Emma Stripe - 5017217 (Yellow),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",15 Linear Feet,15,1.84,27.6,30 inches,2,Glow,4p,,Print,Invoiced,Invoiced,2701778,10/17/2025,COCONNOR@FSCO.COM,,,10,
F0011838-1,F0011838,1,MTO (F0011838),F. SCHUMACHER & CO - MTO,,,Good Dogs Everywhere,Good Dogs Everywhere - 5016130 (BlackWhite),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",33 Linear Feet,33,1.84,60.72,30 inches,2,Glow,4p,,Print,Invoiced,Invoiced,2707273,10/20/2025,BLAWLOR@FSCO.COM,,,10,
F0005905-1,F0005905,1,Regular (F0005905),F. SCHUMACHER & CO - HUB,,,Monte Carlo,Monte Carlo - 5015592 (SoftBlue),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",56.0157 Linear Feet,56.0157,1.19,66.66,60 inches,1,Glow,4p,,Print,Invoiced,Invoiced,2399968,7/18/2025,XIACHEN,,,10,
F0006953-1,F0006953,1,Regular (F0006953),F. SCHUMACHER & CO - HUB,,,Saranda Flower Sisal,Saranda Flower Sisal - 5016671 (Sky),PNW5004716 Ivory,PARAMOUNT SUBSTRATES,SISAL,"36"" Roll",224.3253 Linear Feet,224.3253,0.01,1.24,36 inches,1,Ruby,600dpi,,Print,Invoiced,Invoiced,2473765,8/12/2025,COCONNOR@FSCO.COM,,,8,
F0006969-1,F0006969,1,Regular (F0006969),F. SCHUMACHER & CO - HUB,,,Sunlit Palm Sisal,Sunlit Palm Sisal  - 5012041 (Wheat),PNW5004716 Ivory,PARAMOUNT SUBSTRATES,SISAL,"36"" Roll",954 Linear Feet,954,0.01,5.28,36 inches,1,Ruby,600dpi,,Print,Invoiced,Invoiced,2421360,7/25/2025,BLAWLOR@FSCO.COM,,,8,
F0007005-1,F0007005,1,Regular (F0007005),F. SCHUMACHER & CO - HUB,,,Giove,Giove - 5009460 (Emerald&Sapphire),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",3 Linear Feet,3,1.84,5.52,60 inches,1,Trish,4p,,Print,Invoiced,Invoiced,2485362,8/14/2025,COCONNOR@FSCO.COM,,,10,
F0007461-1,F0007461,1,Regular (F0007461),F. SCHUMACHER & CO - HUB,,,Chamba Crown Sisal,Chamba Crown Sisal - 5012280 (Green),PNW5004716 Ivory,PARAMOUNT SUBSTRATES,SISAL,"36"" Roll",27 Linear Feet,27,4.78,129.06,36 inches,1,EMBER,300dpi,,Print,Invoiced,Invoiced,2657824,10/6/2025,JEANNE,,,8,
F0007462-1,F0007462,1,Regular (F0007462),F. SCHUMACHER & CO - HUB,,,Chamba Crown Sisal,Chamba Crown Sisal - 5012282 (Blue),PNW5004716 Ivory,PARAMOUNT SUBSTRATES,SISAL,"36"" Roll",87 Linear Feet,87,0.01,0.48,36 inches,1,EMBER,300dpi,,Print,Invoiced,Invoiced,2646838,10/2/2025,JEANNE,,,8,
F0007494-1,F0007494,1,Panel (F0007494),F. SCHUMACHER & CO - HUB,,,The Golden Age Panel Set,The Golden Age Panel Set - 5011090 (CyanMulti),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",217.608 Linear Feet,217.608,1.19,258.95,60 inches,1,Glow,4p,,Print,Invoiced,Invoiced,2402558,7/18/2025,COCONNOR@FSCO.COM,,,12,
F0007864-1,F0007864,1,Regular (F0007864),F. SCHUMACHER & CO - HUB,,,Josephine Sisal,Josephine Sisal - 5016680 (Peacock),PNW5004716 Ivory,PARAMOUNT SUBSTRATES,SISAL,"36"" Roll",6 Linear Feet,6,4.78,28.68,36 inches,1,XIA,300dpi,,Print,Invoiced,Invoiced,2661119,10/7/2025,JEANNE,,,8,
F0007882-1,F0007882,1,Regular (F0007882),F. SCHUMACHER & CO - HUB,,,Sunlit Palm Sisal,Sunlit Palm Sisal  - 5012040 (Chambray),PNW5004716 Ivory,PARAMOUNT SUBSTRATES,SISAL,"36"" Roll",936 Linear Feet,936,0.01,5.18,36 inches,1,Ruby,600dpi,,Print,Invoiced,Invoiced,2441355,7/31/2025,BLAWLOR@FSCO.COM,,,8,
F0008013-1,F0008013,1,Regular (F0008013),F. SCHUMACHER & CO - HUB,,,A Palm Is A Palm Sisal,A Palm Is A Palm Sisal - 5016961 (Daylight Evergreen),PNW5004716 Ivory,PARAMOUNT SUBSTRATES,SISAL,"36"" Roll",48 Linear Feet,48,4.78,229.44,36 inches,1,Ruby,600dpi,,Print,Invoiced,Invoiced,2532891,8/28/2025,JOE,,,8,
F0008014-1,F0008014,1,Regular (F0008014),F. SCHUMACHER & CO - HUB,,,Frances Scallop Floral,Frances Scallop Floral - 5015961 (Document),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",137.2749 Linear Feet,137.2749,1.84,252.59,60 inches,1,Sasha,4p,,Print,Invoiced,Invoiced,2690646,10/15/2025,BLAWLOR@FSCO.COM,,,10,
