PO Number,Line Number,Vendor name,Material,Storage,Unit Cost,Extended Cost,Vendor Sku,Description,Qty,Received Qty,Open Qty,Gl Code,Due date,Created by,Creation date,Last Updated By,Last Update Date,Invoice Number,Status,Source,Contract,Sales Order Status
244,11,"P+W International Co., Ltd.",Linen Gesso 5007804 (Celadon),"36"" Roll - ROLL",8.64,3456,5007804,8-5-2025 FOB,400,400,0,,9/15/2025,JMCDONOUGH2011@GMAIL.COM,6/10/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Received Complete,Manual,,
244,13,"P+W International Co., Ltd.",Palm Weave 5010260 (Natural),"36"" Roll - ROLL",11.61,2693.52,,8-5-2025 FOB,232,232,0,,9/15/2025,JMCDONOUGH2011@GMAIL.COM,6/10/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Received Complete,Manual,,
244,14,"P+W International Co., Ltd.",Linen Gesso 5007802 (Greige),"36"" Roll - ROLL",8.64,2488.32,,8-5-2025 FOB,288,288,0,,9/15/2025,JMCDONOUGH2011@GMAIL.COM,6/10/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Received Complete,Manual,,
244,15,"P+W International Co., Ltd.",Tonal Paperweave 5010297 (Wheat),"36"" Roll - ROLL",7.11,3242.16,,7-20-2025 FOB,456,456,0,,8/25/2025,JMCDONOUGH2011@GMAIL.COM,6/10/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Received Complete,Manual,,
244,16,"P+W International Co., Ltd.",Tonal Paperweave 5010296 (Sage),"36"" Roll - ROLL",7.11,3071.52,,7-20-2025 FOB,432,432,0,,8/25/2025,JMCDONOUGH2011@GMAIL.COM,6/10/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Received Complete,Manual,,
244,17,"P+W International Co., Ltd.",Tonal Paperweave 5010295 (White),"36"" Roll - ROLL",7.11,3071.52,,7-20-2025 FOB,432,432,0,,8/25/2025,JMCDONOUGH2011@GMAIL.COM,6/10/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Received Complete,Manual,,
244,18,"P+W International Co., Ltd.",Tonal Paperweave 5010298 (Bark),"36"" Roll - ROLL",7.11,2900.88,,7-20-2025 FOB,408,408,0,,8/25/2025,JMCDONOUGH2011@GMAIL.COM,6/10/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Received Complete,Manual,,
243,1,"P+W International Co., Ltd.",Linen Stripe 5010254 (Indigo),"36"" Roll - ROLL",10.53,2021.76,,7-1-2025 FOB,192,192,0,,8/10/2025,JMCDONOUGH2011@GMAIL.COM,6/10/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Received Complete,Manual,,
243,2,"P+W International Co., Ltd.",Textured Linen Stripe 5013020 (White),"36"" Roll - ROLL",16.92,9881.28,,7-1-2025 FOB,584,584,0,,8/10/2025,JMCDONOUGH2011@GMAIL.COM,6/10/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Received Complete,Manual,,
243,3,"P+W International Co., Ltd.",Zig Zag Paperweave 5016600 (Sesame),"36"" Roll - ROLL",8.49,4686.48,,7-1-2025 FOB,552,552,0,,8/10/2025,JMCDONOUGH2011@GMAIL.COM,6/10/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Received Complete,Manual,,
243,4,"P+W International Co., Ltd.",Linen & Paperweave 5010242 (Sage),"36"" Roll - ROLL",9.27,3559.68,,7-1-2025 FOB,384,384,0,,8/10/2025,JMCDONOUGH2011@GMAIL.COM,6/10/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Received Complete,Manual,,
243,5,"P+W International Co., Ltd.",Tonal Paperweave 5010291 (Natural),"36"" Roll - ROLL",6.96,3841.92,,7-1-2025 FOB,552,552,0,,8/10/2025,JMCDONOUGH2011@GMAIL.COM,6/10/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Received Complete,Manual,,
243,7,"P+W International Co., Ltd.",Tonal Paperweave 5010290 (Ivory),"36"" Roll - ROLL",7.11,3697.2,,7-1-2025 FOB,520,520,0,,8/10/2025,JMCDONOUGH2011@GMAIL.COM,6/10/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Received Complete,Manual,,
243,10,"P+W International Co., Ltd.",OPEN PW SHIMMER 5010330 (Platinum),"36"" Roll - ROLL",7.11,2844,5010330,7-1-2025 FOB,400,400,0,,8/10/2025,JMCDONOUGH2011@GMAIL.COM,6/10/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Received Complete,Manual,,
243,11,"P+W International Co., Ltd.",Zig Zag Paperweave 5016600 (Sesame),"36"" Roll - ROLL",8.49,271.68,,7-1-2025 FOB,32,32,0,,8/10/2025,JMCDONOUGH2011@GMAIL.COM,6/10/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Received Complete,Manual,,
243,12,"P+W International Co., Ltd.",Braided Buri 5010190 (Natural),"36"" Roll - ROLL",15.84,5195.52,,7-1-2025 FOB,328,328,0,,8/10/2025,JMCDONOUGH2011@GMAIL.COM,6/10/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Received Complete,Manual,,
243,15,"P+W International Co., Ltd.",Linen Stripe 5010254 (Indigo),"36"" Roll - ROLL",10.53,2695.68,,7-20-2025 FOB,256,256,0,,8/25/2025,JMCDONOUGH2011@GMAIL.COM,6/10/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Received Complete,Manual,,
243,16,"P+W International Co., Ltd.",Tonal Paperweave 5010290 (Ivory),"36"" Roll - ROLL",7.11,4095.36,,7-7-2025 FOB,576,576,0,,8/17/2025,JMCDONOUGH2011@GMAIL.COM,6/10/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Cancelled,Manual,,
243,17,"P+W International Co., Ltd.",Tonal Paperweave 5010290 (Ivory),"36"" Roll - ROLL",7.11,4095.36,,7-7-2025 FOB,576,576,0,,8/17/2025,JMCDONOUGH2011@GMAIL.COM,6/10/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Received Complete,Manual,,
237,1,"P+W International Co., Ltd.",PNW5004705 Robin's Egg,"36"" Roll - ROLL",4.77,4121.28,5004705,8-5-2025 FOB,864,864,0,,9/15/2025,JMCDONOUGH2011@GMAIL.COM,6/2/2025,DFARLEY@FSCO.COM,9/8/2025,,Received Complete,Manual,,
237,4,"P+W International Co., Ltd.",PNW5010857 Mineral,"36"" Roll - ROLL",4.77,2747.52,5010857,8-5-2025 FOB,576,576,0,,9/15/2025,JMCDONOUGH2011@GMAIL.COM,6/2/2025,DFARLEY@FSCO.COM,9/8/2025,,Received Complete,Manual,,
237,6,"P+W International Co., Ltd.",PNW5004717 Seaglass,"36"" Roll - ROLL",4.77,2747.52,5004717,8-5-2025 FOB,576,576,0,,9/15/2025,JMCDONOUGH2011@GMAIL.COM,6/2/2025,DFARLEY@FSCO.COM,9/8/2025,,Received Complete,Manual,,
232,2,"P+W International Co., Ltd.",PNW5004705 Robin's Egg,"36"" Roll - ROLL",4.77,12363.84,5004705,8-5-2025 FOB,2592,2592,0,,9/15/2025,JMCDONOUGH2011@GMAIL.COM,5/30/2025,DFARLEY@FSCO.COM,9/8/2025,,Received Complete,Manual,,
232,3,"P+W International Co., Ltd.",PNW5010857 Mineral,"36"" Roll - ROLL",4.77,9616.32,5010857,8-5-2025 FOB,2016,2016,0,,9/15/2025,JMCDONOUGH2011@GMAIL.COM,5/30/2025,DFARLEY@FSCO.COM,9/8/2025,,Received Complete,Manual,,
232,8,"P+W International Co., Ltd.",PNW5004728 Parchment,"36"" Roll - ROLL",4.77,5037.12,5004728,8-5-2025 FOB,1056,1056,0,,9/15/2025,JMCDONOUGH2011@GMAIL.COM,5/30/2025,DFARLEY@FSCO.COM,9/8/2025,,Received Complete,Manual,,
220,2,"P+W International Co., Ltd.",PNW5004713 Water Blue,"36"" Roll - ROLL",4.77,9616.32,5004713,8-5-2025 FOB,2016,2016,0,,9/15/2025,BLAWLOR@FSCO.COM,5/2/2025,DFARLEY@FSCO.COM,9/8/2025,,Received Complete,Manual,,
220,3,"P+W International Co., Ltd.",PNW5004705 Robin's Egg,"36"" Roll - ROLL",4.77,16943.04,5004705,8-5-2025 FOB,3552,3552,0,,9/15/2025,BLAWLOR@FSCO.COM,5/2/2025,DFARLEY@FSCO.COM,9/8/2025,,Received Complete,Manual,,
220,4,"P+W International Co., Ltd.",PNW5004721 Plum,"36"" Roll - ROLL",4.77,19232.64,5004721,8-5-2025 FOB,4032,4032,0,,9/15/2025,BLAWLOR@FSCO.COM,5/2/2025,DFARLEY@FSCO.COM,9/8/2025,,Received Complete,Manual,,
220,6,"P+W International Co., Ltd.",PNW5010857 Mineral,"36"" Roll - ROLL",4.77,5495.04,5010857,8-5-2025 FOB,1152,1152,0,,9/15/2025,BLAWLOR@FSCO.COM,5/2/2025,DFARLEY@FSCO.COM,9/8/2025,,Received Complete,Manual,,
220,7,"P+W International Co., Ltd.",PNW5004717 Seaglass,"36"" Roll - ROLL",4.77,2747.52,5004717,8-5-2025 FOB,576,576,0,,9/15/2025,BLAWLOR@FSCO.COM,5/2/2025,DFARLEY@FSCO.COM,9/8/2025,,Received Complete,Manual,,
220,8,"P+W International Co., Ltd.",PNW5004712 Peacock,"36"" Roll - ROLL",4.77,2747.52,5004712,8-5-2025 FOB,576,576,0,,9/15/2025,BLAWLOR@FSCO.COM,5/2/2025,DFARLEY@FSCO.COM,9/8/2025,,Received Complete,Manual,,
220,9,"P+W International Co., Ltd.",PNW5004703 Mocha,"36"" Roll - ROLL",4.77,2747.52,5004703,8-5-2025 FOB,576,576,0,,9/15/2025,BLAWLOR@FSCO.COM,5/2/2025,DFARLEY@FSCO.COM,9/8/2025,,Received Complete,Manual,,
210,1,OMNI W.C. INC,"PARGR-FS-5008182 30"" 500Y","30"" Roll - ROLL",1.83,1830,GR-FS-5008182,Shipping Confirmed,1000,1000,0,,5/2/2025,JMCDONOUGH2011@GMAIL.COM,4/17/2025,DFARLEY@FSCO.COM,5/14/2025,,Received Complete,Manual,,
210,2,OMNI W.C. INC,"PARGR-FS-5009160 30"" 500Y","30"" Roll - ROLL",1.41,1410,GR-FS-5009160,Shipping Confirmed,1000,1000,0,,5/2/2025,JMCDONOUGH2011@GMAIL.COM,4/17/2025,DFARLEY@FSCO.COM,5/14/2025,,Received Complete,Manual,,
209,1,"P+W International Co., Ltd.",PNW5004716 Ivory,"36"" Roll - ROLL",4.77,42586.56,5004716,8-5-2025 FOB,8928,8928,0,,9/15/2025,BLAWLOR@FSCO.COM,4/16/2025,DFARLEY@FSCO.COM,9/8/2025,,Received Complete,Manual,,
209,2,"P+W International Co., Ltd.",PNW5004701 Oatmeal,"36"" Roll - ROLL",4.77,9616.32,5004701,8-5-2025 FOB,2016,2016,0,,9/15/2025,BLAWLOR@FSCO.COM,4/16/2025,DFARLEY@FSCO.COM,9/8/2025,,Received Complete,Manual,,
209,3,"P+W International Co., Ltd.",PNW5004717 Seaglass,"36"" Roll - ROLL",4.77,13279.68,5004717,8-5-2025 FOB,2784,2784,0,,9/15/2025,BLAWLOR@FSCO.COM,4/16/2025,DFARLEY@FSCO.COM,9/8/2025,,Received Complete,Manual,,
209,4,"P+W International Co., Ltd.",PNW5010857 Mineral,"36"" Roll - ROLL",4.77,9616.32,5010857,8-5-2025 FOB,2016,2016,0,,9/15/2025,BLAWLOR@FSCO.COM,4/16/2025,DFARLEY@FSCO.COM,9/8/2025,,Received Complete,Manual,,
209,5,"P+W International Co., Ltd.",PNW5004707 Nile,"36"" Roll - ROLL",4.77,9616.32,5004707,8-5-2025 FOB,2016,2016,0,,9/15/2025,BLAWLOR@FSCO.COM,4/16/2025,DFARLEY@FSCO.COM,9/8/2025,,Received Complete,Manual,,
209,6,"P+W International Co., Ltd.",PNW5010850 Sand,"36"" Roll - ROLL",4.77,9616.32,5010850,8-5-2025 FOB,2016,2016,0,,9/15/2025,BLAWLOR@FSCO.COM,4/16/2025,DFARLEY@FSCO.COM,9/8/2025,,Received Complete,Manual,,
207,1,OMNI W.C. INC,"PARCPG7101 60"" 120Y","60"" Roll - ROLL",2.19,1051.2,"7101 60""",Shipping Confirmed,480,480,0,,5/2/2025,JMCDONOUGH2011@GMAIL.COM,4/11/2025,DFARLEY@FSCO.COM,5/14/2025,,Received Complete,Manual,,
122,1,"P+W International Co., Ltd.",PNW5004717 Seaglass,"36"" Roll - ROLL",4.77,5495.04,5004717,7-20-2025 FOB,1152,1152,0,,8/25/2025,BLAWLOR@FSCO.COM,1/15/2025,DFARLEY@FSCO.COM,9/11/2025,,Received Complete,Manual,,
122,2,"P+W International Co., Ltd.",PNW5004702 Driftwood,"36"" Roll - ROLL",4.77,4579.2,5004702,7-20-2025 FOB,960,960,0,,8/25/2025,BLAWLOR@FSCO.COM,1/15/2025,DFARLEY@FSCO.COM,9/11/2025,,Received Complete,Manual,,
122,3,"P+W International Co., Ltd.",PNW5010852 Dove,"36"" Roll - ROLL",4.77,2776.14,5010852,5-25-2025 FOB,582,582,0,,6/25/2025,BLAWLOR@FSCO.COM,1/15/2025,DFARLEY@FSCO.COM,9/11/2025,,Received Complete,Manual,,
122,5,"P+W International Co., Ltd.",PNW5004700 Silver,"36"" Roll - ROLL",4.77,28848.96,5004700,7-7-2025 FOB,6048,6048,0,,8/17/2025,BLAWLOR@FSCO.COM,1/15/2025,DFARLEY@FSCO.COM,9/11/2025,,Received Complete,Manual,,
122,7,"P+W International Co., Ltd.",PNW5010852 Dove,"36"" Roll - ROLL",4.77,9158.4,5010852,8-5-2025 FOB,1920,1920,0,,9/15/2025,BLAWLOR@FSCO.COM,1/15/2025,DFARLEY@FSCO.COM,9/11/2025,,Received Complete,Manual,,
122,9,"P+W International Co., Ltd.",PNW5004706 Cornflower,"36"" Roll - ROLL",4.77,9616.32,5004706,7-20-2025 FOB,2016,2016,0,,8/25/2025,BLAWLOR@FSCO.COM,1/15/2025,DFARLEY@FSCO.COM,9/11/2025,,Received Complete,Manual,,
122,10,"P+W International Co., Ltd.",PNW5004716 Ivory,"36"" Roll - ROLL",4.77,33428.16,5004716,7-20-2025 FOB,7008,7008,0,,8/25/2025,BLAWLOR@FSCO.COM,1/15/2025,DFARLEY@FSCO.COM,9/11/2025,,Received Complete,Manual,,
122,11,"P+W International Co., Ltd.",PNW5010850 Sand,"36"" Roll - ROLL",4.77,4579.2,5010850,7-20-2025 FOB,960,960,0,,8/25/2025,BLAWLOR@FSCO.COM,1/15/2025,DFARLEY@FSCO.COM,9/11/2025,,Received Complete,Manual,,
122,12,"P+W International Co., Ltd.",PNW5010858 Aloe,"36"" Roll - ROLL",4.77,4579.2,5010858,7-20-2025 FOB,960,960,0,,8/25/2025,BLAWLOR@FSCO.COM,1/15/2025,DFARLEY@FSCO.COM,9/11/2025,,Received Complete,Manual,,
122,13,"P+W International Co., Ltd.",PNW5002197 (Ivory),"36"" Roll - ROLL",4.77,10279.35,5002197,5-25-2025 FOB,2155,2155,0,,6/25/2025,BLAWLOR@FSCO.COM,1/15/2025,DFARLEY@FSCO.COM,9/11/2025,,Received Complete,Manual,,
121,4,"P+W International Co., Ltd.",PNW5004716 Ivory,"36"" Roll - ROLL",4.77,48081.6,5004716,7-1-2025 FOB,10080,10080,0,,8/10/2025,BLAWLOR@FSCO.COM,1/15/2025,JMCDONOUGH2011@GMAIL.COM,9/18/2025,,Received Complete,Manual,,
121,6,"P+W International Co., Ltd.",PNW5004706 Cornflower,"36"" Roll - ROLL",4.77,14653.44,5004706,7-1-2025 FOB,3072,3072,0,,8/10/2025,BLAWLOR@FSCO.COM,1/15/2025,JMCDONOUGH2011@GMAIL.COM,9/18/2025,,Received Complete,Manual,,
121,7,"P+W International Co., Ltd.",PNW5010850 Sand,"36"" Roll - ROLL",4.77,5037.12,5010850,7-20-2025 FOB,1056,1056,0,,8/25/2025,BLAWLOR@FSCO.COM,1/15/2025,JMCDONOUGH2011@GMAIL.COM,9/18/2025,,Received Complete,Manual,,
121,8,"P+W International Co., Ltd.",PNW5004717 Seaglass,"36"" Roll - ROLL",4.77,5952.96,5004717,7-20-2025 FOB,1248,1248,0,,8/25/2025,BLAWLOR@FSCO.COM,1/15/2025,JMCDONOUGH2011@GMAIL.COM,9/18/2025,,Received Complete,Manual,,
121,9,"P+W International Co., Ltd.",PNW5004702 Driftwood,"36"" Roll - ROLL",4.77,5037.12,5004702,7-20-2025 FOB,1056,1056,0,,8/25/2025,BLAWLOR@FSCO.COM,1/15/2025,JMCDONOUGH2011@GMAIL.COM,9/18/2025,,Received Complete,Manual,,
121,10,"P+W International Co., Ltd.",PNW5010858 Aloe,"36"" Roll - ROLL",4.77,5037.12,5010858,7-20-2025 FOB,1056,1056,0,,8/25/2025,BLAWLOR@FSCO.COM,1/15/2025,JMCDONOUGH2011@GMAIL.COM,9/18/2025,,Received Complete,Manual,,
121,11,"P+W International Co., Ltd.",PNW5004701 Oatmeal,"36"" Roll - ROLL",4.77,4121.28,5004701,7-20-2025 FOB,864,864,0,,8/25/2025,BLAWLOR@FSCO.COM,1/15/2025,JMCDONOUGH2011@GMAIL.COM,9/18/2025,,Received Complete,Manual,,
121,12,"P+W International Co., Ltd.",PNW5010851 Petal,"36"" Roll - ROLL",4.77,5037.12,5010851,7-20-2025 FOB,1056,1056,0,,8/25/2025,BLAWLOR@FSCO.COM,1/15/2025,JMCDONOUGH2011@GMAIL.COM,9/18/2025,,Received Complete,Manual,,
110,1,NEU KALISS SPZIALPAPIER,"BNYNeuKaliss 60"" 315Y","60"" Roll - ROLL",1.2,52164,RD10197,FOB Ship Date 8/15/2025,43470,43470,0,,8/15/2025,BLAWLOR@FSCO.COM,12/19/2024,JMCDONOUGH2011@GMAIL.COM,8/6/2025,,Received Complete,Manual,,
109,1,NEU KALISS SPZIALPAPIER,"BNYNeuKaliss 60"" 315Y","60"" Roll - ROLL",1.2,52164,RD10197,FOB Ship Date 7/15/2025,43470,43785,0,,7/15/2025,BLAWLOR@FSCO.COM,12/19/2024,JMCDONOUGH2011@GMAIL.COM,9/18/2025,,Received Complete,Manual,,
108,1,NEU KALISS SPZIALPAPIER,"BNYNeuKaliss 60"" 315Y","60"" Roll - ROLL",1.2,52164,TV130-1126-315,FOB Ship Date 6/15/2025,43470,43470,0,,9/15/2025,BLAWLOR@FSCO.COM,12/19/2024,JMCDONOUGH2011@GMAIL.COM,9/24/2025,,Received Complete,Manual,,
107,1,NEU KALISS SPZIALPAPIER,"BNYNeuKaliss 60"" 315Y","60"" Roll - ROLL",1.2,50508,TV130-1126-315,FOB Ship Date 5/15/2025,42090,42090,0,,6/11/2025,BLAWLOR@FSCO.COM,12/19/2024,JMCDONOUGH2011@GMAIL.COM,6/17/2025,,Partially Received,Manual,,
106,1,NEU KALISS SPZIALPAPIER,"BNYNeuKaliss 60"" 315Y","60"" Roll - ROLL",1.2,50535.6,TV130-1126 W 1525 C76/187 LFM,FOB Ship Date 5/5/2025,42113,42113,0,,5/23/2025,BLAWLOR@FSCO.COM,12/19/2024,JMCDONOUGH2011@GMAIL.COM,6/13/2025,,Received Complete,Manual,,
100,2,"P+W International Co., Ltd.",PNW5008840 PAPERWEAVE (WHITE),"36"" Roll - ROLL",5.01,8126.22,5008840,7-7-2025 FOB,1622,1622,0,,8/17/2025,BLAWLOR@FSCO.COM,12/10/2024,DFARLEY@FSCO.COM,9/8/2025,,Received Complete,Manual,,
100,3,"P+W International Co., Ltd.",PNW5008841 PAPERWEAVE (NATURAL),"36"" Roll - ROLL",5.46,8315.58,5008841,7-7-2025 FOB,1523,1523,0,,8/17/2025,BLAWLOR@FSCO.COM,12/10/2024,DFARLEY@FSCO.COM,9/8/2025,,Received Complete,Manual,,
100,4,"P+W International Co., Ltd.",PNW5010275 Fawn,Fabric - ROLL,18,10368,5010275,7-1-2025 FOB,576,576,0,,8/10/2025,BLAWLOR@FSCO.COM,12/10/2024,DFARLEY@FSCO.COM,9/8/2025,,Received Complete,Manual,,
100,7,"P+W International Co., Ltd.",PNW5010859 Blue Grey,"36"" Roll - ROLL",4.65,4017.6,5010859,7-7-2025 FOB,864,864,0,,8/17/2025,BLAWLOR@FSCO.COM,12/10/2024,DFARLEY@FSCO.COM,9/8/2025,,Received Complete,Manual,,
100,8,"P+W International Co., Ltd.",PNW5010857 Mineral,"36"" Roll - ROLL",4.65,9374.4,5010857,7-7-2025 FOB,2016,2016,0,,8/17/2025,BLAWLOR@FSCO.COM,12/10/2024,DFARLEY@FSCO.COM,9/8/2025,,Received Complete,Manual,,
100,9,"P+W International Co., Ltd.",PNW5010854 Thistle,"36"" Roll - ROLL",4.65,4017.6,5010854,7-7-2025 FOB,864,864,0,,8/17/2025,BLAWLOR@FSCO.COM,12/10/2024,DFARLEY@FSCO.COM,9/8/2025,,Received Complete,Manual,,
100,10,"P+W International Co., Ltd.",PNW5010853 Smoke,"36"" Roll - ROLL",4.65,1339.2,5010853,7-1-2025 FOB,288,288,0,,8/10/2025,BLAWLOR@FSCO.COM,12/10/2024,DFARLEY@FSCO.COM,9/8/2025,,Received Complete,Manual,,
100,11,"P+W International Co., Ltd.",PNW5004727 Garnet,"36"" Roll - ROLL",4.65,2678.4,5004727,7-7-2025 FOB,576,576,0,,8/17/2025,BLAWLOR@FSCO.COM,12/10/2024,DFARLEY@FSCO.COM,9/8/2025,,Received Complete,Manual,,
100,12,"P+W International Co., Ltd.",PNW5004709 Olive,"36"" Roll - ROLL",4.65,4017.6,5004709,7-7-2025 FOB,864,864,0,,8/17/2025,BLAWLOR@FSCO.COM,12/10/2024,DFARLEY@FSCO.COM,9/8/2025,,Received Complete,Manual,,
100,14,"P+W International Co., Ltd.",PNW5007861 Aqua,Fabric - ROLL,16.83,18311.04,5007861,5-25-2025 FOB,1088,1088,0,,6/25/2025,BLAWLOR@FSCO.COM,12/10/2024,DFARLEY@FSCO.COM,9/8/2025,,Received Complete,Manual,,
100,15,"P+W International Co., Ltd.",PNW5010275 Fawn,Fabric - ROLL,18,10602,5010275,8-5-2025 FOB,589,589,0,,9/15/2025,BLAWLOR@FSCO.COM,12/10/2024,DFARLEY@FSCO.COM,9/8/2025,,Received Complete,Manual,,
100,16,"P+W International Co., Ltd.",PNW5002197 (Ivory),"36"" Roll - ROLL",4.65,7142.4,5002197,7-7-2025 FOB,1536,1536,0,,8/17/2025,BLAWLOR@FSCO.COM,12/10/2024,DFARLEY@FSCO.COM,9/8/2025,,Received Complete,Manual,,
100,17,"P+W International Co., Ltd.",PNW5010853 Smoke,"36"" Roll - ROLL",4.65,2678.4,5010853,7-7-2025 FOB,576,576,0,,8/17/2025,BLAWLOR@FSCO.COM,12/10/2024,DFARLEY@FSCO.COM,9/8/2025,,Received Complete,Manual,,
100,18,"P+W International Co., Ltd.",PNW5004716 Ivory,"36"" Roll - ROLL",4.77,8700.48,5004716,7-1-2025 FOB,1824,1824,0,,8/10/2025,BLAWLOR@FSCO.COM,12/10/2024,DFARLEY@FSCO.COM,9/8/2025,,Received Complete,Manual,,
53,1,"P+W International Co., Ltd.",PNW5004718 Haze,"36"" Roll - ROLL",4.65,2678.4,5004718,5-25-2025 FOB,576,576,0,,6/25/2025,BLAWLOR@FSCO.COM,10/8/2024,DFARLEY@FSCO.COM,6/27/2025,,Received Complete,Manual,,
53,2,"P+W International Co., Ltd.",PNW5004719 Mandarin,"36"" Roll - ROLL",4.65,3785.1,5004719,5-25-2025 FOB,814,814,0,,6/25/2025,BLAWLOR@FSCO.COM,10/8/2024,DFARLEY@FSCO.COM,6/27/2025,,Received Complete,Manual,,
53,3,"P+W International Co., Ltd.",PNW5004707 Nile,"36"" Roll - ROLL",4.65,2255.25,5004707,5-25-2025 FOB,485,485,0,,6/25/2025,BLAWLOR@FSCO.COM,10/8/2024,DFARLEY@FSCO.COM,6/27/2025,,Received Complete,Manual,,
53,4,"P+W International Co., Ltd.",PNW5004725 Caribbean,"36"" Roll - ROLL",4.65,2362.2,5004725,5-25-2025 FOB,508,508,0,,6/25/2025,BLAWLOR@FSCO.COM,10/8/2024,DFARLEY@FSCO.COM,6/27/2025,,Received Complete,Manual,,
53,5,"P+W International Co., Ltd.",PNW5004704 Patina,"36"" Roll - ROLL",4.65,2418,5004704,5-25-2025 FOB,520,520,0,,6/25/2025,BLAWLOR@FSCO.COM,10/8/2024,DFARLEY@FSCO.COM,6/27/2025,,Received Complete,Manual,,
53,6,"P+W International Co., Ltd.",PNW5004708 Celery,"36"" Roll - ROLL",4.65,2325,5004708,5-25-2025 FOB,500,500,0,,6/25/2025,BLAWLOR@FSCO.COM,10/8/2024,DFARLEY@FSCO.COM,6/27/2025,,Received Complete,Manual,,
53,8,"P+W International Co., Ltd.",PNW5004726 (Mauve),"36"" Roll - ROLL",4.65,2706.3,5004726,5-25-2025 FOB,582,582,0,,6/25/2025,BLAWLOR@FSCO.COM,10/8/2024,DFARLEY@FSCO.COM,6/27/2025,,Received Complete,Manual,,
53,10,"P+W International Co., Ltd.",PNW5010852 Dove,"36"" Roll - ROLL",4.65,2697,5010852,5-25-2025 FOB,580,580,0,,6/25/2025,BLAWLOR@FSCO.COM,10/8/2024,DFARLEY@FSCO.COM,6/27/2025,,Received Complete,Manual,,
53,11,"P+W International Co., Ltd.",PNW5010858 Aloe,"36"" Roll - ROLL",4.65,2678.4,5010858,5-25-2025 FOB,576,576,0,,6/25/2025,BLAWLOR@FSCO.COM,10/8/2024,DFARLEY@FSCO.COM,6/27/2025,,Received Complete,Manual,,
53,12,"P+W International Co., Ltd.",PNW5004701 Oatmeal,"36"" Roll - ROLL",4.65,5338.2,5004701,5-25-2025 FOB,1148,1148,0,,6/25/2025,BLAWLOR@FSCO.COM,10/8/2024,DFARLEY@FSCO.COM,6/27/2025,,Received Complete,Manual,,
53,13,"P+W International Co., Ltd.",PNW5004728 Parchment,"36"" Roll - ROLL",4.65,4910.4,5004728,5-25-2025 FOB,1056,1056,0,,6/25/2025,BLAWLOR@FSCO.COM,10/8/2024,DFARLEY@FSCO.COM,6/27/2025,,Received Complete,Manual,,
53,14,"P+W International Co., Ltd.",PNW5004712 Peacock,"36"" Roll - ROLL",4.65,7119.15,5004712,5-25-2025 FOB,1531,1531,0,,6/25/2025,BLAWLOR@FSCO.COM,10/8/2024,DFARLEY@FSCO.COM,6/27/2025,,Received Complete,Manual,,
53,15,"P+W International Co., Ltd.",PNW5010855 Cloud,"36"" Roll - ROLL",4.65,2715.6,5010855,5-25-2025 FOB,584,584,0,,6/25/2025,BLAWLOR@FSCO.COM,10/8/2024,DFARLEY@FSCO.COM,6/27/2025,,Received Complete,Manual,,
53,16,"P+W International Co., Ltd.",PNW5004710 Sage,"36"" Roll - ROLL",4.65,2376.15,5004710,5-25-2025 FOB,511,511,0,,6/25/2025,BLAWLOR@FSCO.COM,10/8/2024,DFARLEY@FSCO.COM,6/27/2025,,Received Complete,Manual,,
53,17,"P+W International Co., Ltd.",PNW5004724 Fog,"36"" Roll - ROLL",4.65,4910.4,5004724,5-25-2025 FOB,1056,1056,0,,6/25/2025,BLAWLOR@FSCO.COM,10/8/2024,DFARLEY@FSCO.COM,6/27/2025,,Received Complete,Manual,,
52,2,"P+W International Co., Ltd.",PNW5004703 Mocha,"36"" Roll - ROLL",4.65,4910.4,5004703,5-25-2025 FOB,1056,1056,0,,6/25/2025,BLAWLOR@FSCO.COM,10/8/2024,JMCDONOUGH2011@GMAIL.COM,7/11/2025,,Received Complete,Manual,,
52,5,"P+W International Co., Ltd.",PNW5004722 Indigo,"36"" Roll - ROLL",4.65,14256.9,5004722,5-25-2025 FOB,3066,3066,0,,6/25/2025,BLAWLOR@FSCO.COM,10/8/2024,JMCDONOUGH2011@GMAIL.COM,7/11/2025,,Received Complete,Manual,,
